id,orden,palabra,valoracion,estimulo
-M8ruzo-ovtFWys3zux7,2,saber,7,Conocimiento
-M8ruzo-ovtFWys3zux7,3,elegir,10,Conocimiento
-M8ruzo-ovtFWys3zux7,4,aprender,10,Conocimiento
-M8ruzo-ovtFWys3zux7,5,oportunidad,8,Conocimiento
-M8rxkI-JcGFnIFESa-m,1,informacion,5,Big data
-M8rxkI-JcGFnIFESa-m,2,vigilancia,0,Big data
-M8rxkI-JcGFnIFESa-m,3,dinero,2,Big data
-M8rxkI-JcGFnIFESa-m,4,gobierno,0,Big data
-M8rxkI-JcGFnIFESa-m,5,ayuda,10,Big data
-M8sFJKs9ZPMNJVgqb_u,1,tecnologia,9,Ciencia de datos
-M8sFJKs9ZPMNJVgqb_u,2,informacion,9,Ciencia de datos
-M8sFJKs9ZPMNJVgqb_u,3,dato,8,Ciencia de datos
-M8sFJKs9ZPMNJVgqb_u,4,red,7,Ciencia de datos
-M8sFJKs9ZPMNJVgqb_u,5,solucion,8,Ciencia de datos
-M8uHmwbICaHfKm1bDuG,1,computadora,9,Big data
-M8uHmwbICaHfKm1bDuG,2,compania,3,Big data
-M8uHmwbICaHfKm1bDuG,3,empresario,3,Big data
-M8uHmwbICaHfKm1bDuG,4,valley,3,Big data
-M8uHmwbICaHfKm1bDuG,5,programacion,8,Big data
-M8uZIh7v0kN8doX-Ocn,1,espionaje,1,Big data
-M8uZIh7v0kN8doX-Ocn,2,informacion,8,Big data
-M8uZIh7v0kN8doX-Ocn,3,eleccion,4,Big data
-M8uZIh7v0kN8doX-Ocn,4,no_privacidad,1,Big data
-M8uZIh7v0kN8doX-Ocn,5,publicidad,4,Big data
-M8v_LabYMJ1vpxMg9cx,1,automatizacion,9,Inteligencia artificial
-M8v_LabYMJ1vpxMg9cx,2,futuro,9,Inteligencia artificial
-M8v_LabYMJ1vpxMg9cx,3,tecnologia,9,Inteligencia artificial
-M8v_LabYMJ1vpxMg9cx,4,malo_utilizacion,1,Inteligencia artificial
-M8v_LabYMJ1vpxMg9cx,5,chamuyo,1,Inteligencia artificial
-M8w34TI2RTjfBesAUU2,1,matematico,10,Ciencia de datos
-M8w34TI2RTjfBesAUU2,2,quimica,10,Ciencia de datos
-M8w34TI2RTjfBesAUU2,3,computacion,10,Ciencia de datos
-M8w34TI2RTjfBesAUU2,4,control,7,Ciencia de datos
-M8w34TI2RTjfBesAUU2,5,estadistico,10,Ciencia de datos
-M8wR5o-n3dNpOWPYMkj,1,maquina,0,Inteligencia artificial
-M8wR5o-n3dNpOWPYMkj,2,inteligencia,10,Inteligencia artificial
-M8wR5o-n3dNpOWPYMkj,3,robot,5,Inteligencia artificial
-M8wR5o-n3dNpOWPYMkj,4,avance,10,Inteligencia artificial
-M8wR5o-n3dNpOWPYMkj,5,tecnologia,10,Inteligencia artificial
-M8wWzTqNwDZUbdaBoLD,1,estadistico,9,Ciencia de datos
-M8wWzTqNwDZUbdaBoLD,2,numero,10,Ciencia de datos
-M8wWzTqNwDZUbdaBoLD,3,grafico,10,Ciencia de datos
-M8wWzTqNwDZUbdaBoLD,4,poblacion,9,Ciencia de datos
-M8wWzTqNwDZUbdaBoLD,5,muestreo,10,Ciencia de datos
-M8wXK86KmluD4HigccX,1,robotica,6,Inteligencia artificial
-M8wXK86KmluD4HigccX,2,fisico,8,Inteligencia artificial
-M8wXK86KmluD4HigccX,3,matematico,7,Inteligencia artificial
-M8wXK86KmluD4HigccX,4,electronico,8,Inteligencia artificial
-M8wXK86KmluD4HigccX,5,sistema,3,Inteligencia artificial
-M8wY08Z9Uv8vTXCoAUh,1,implante,8,Inteligencia artificial
-M8wY08Z9Uv8vTXCoAUh,2,discapacidad,9,Inteligencia artificial
-M8wY08Z9Uv8vTXCoAUh,3,control,1,Inteligencia artificial
-M8wY08Z9Uv8vTXCoAUh,4,exoesqueleto,9,Inteligencia artificial
-M8wY08Z9Uv8vTXCoAUh,5,humanidad,3,Inteligencia artificial
-M8xGlp679KKe71_cAwx,1,avances,8,Inteligencia artificial
-M8xGlp679KKe71_cAwx,2,tecnologia_aplicado,8,Inteligencia artificial
-M8xGlp679KKe71_cAwx,3,resolucion,7,Inteligencia artificial
-M8xGlp679KKe71_cAwx,4,autodeterminacion,6,Inteligencia artificial
-M8xGlp679KKe71_cAwx,5,independencia_decision,7,Inteligencia artificial
-M8xLm6N6StAel-mAbJM,1,informacion,7,Big data
-M8xLm6N6StAel-mAbJM,2,numero,5,Big data
-M8xLm6N6StAel-mAbJM,3,matematico,8,Big data
-M8xLm6N6StAel-mAbJM,4,trabajo,7,Big data
-M8xLm6N6StAel-mAbJM,5,futuro,7,Big data
-M8yoL6USCtgW9GSY2Ms,1,buscador_inteligente,7,NA
-M8yoL6USCtgW9GSY2Ms,2,hardware_inteligente,5,NA
-M8yoL6USCtgW9GSY2Ms,3,casa_autoregulable,8,NA
-M8yoL6USCtgW9GSY2Ms,4,auto_independiente,7,NA
-M8yoL6USCtgW9GSY2Ms,5,programa_guia_tramite,9,NA
-M8zLQqtQIyhASnI4gXi,1,mucho_informacion,10,Big data
-M8zLQqtQIyhASnI4gXi,2,publicidad_el_privacidad,0,Big data
-M8zLQqtQIyhASnI4gXi,3,posibilidad,8,Big data
-M8zLQqtQIyhASnI4gXi,4,mal_uso,0,Big data
-M8zLQqtQIyhASnI4gXi,5,corrupcion,0,Big data
-M8zvqlDfBmx2lqo6l4h,1,trump,0,Inteligencia artificial
-M8zvqlDfBmx2lqo6l4h,3,violacion,0,Inteligencia artificial
-M8zvqlDfBmx2lqo6l4h,4,documento,0,Inteligencia artificial
-M8zvqlDfBmx2lqo6l4h,5,eer_uu,0,Inteligencia artificial
-M9-NSakIfzM-p_HRKLV,1,estadistica,10,Big data
-M9-NSakIfzM-p_HRKLV,2,grafico,8,Big data
-M9-NSakIfzM-p_HRKLV,3,base_dato,9,Big data
-M9-NSakIfzM-p_HRKLV,4,venta,2,Big data
-M9-NSakIfzM-p_HRKLV,5,analisis,5,Big data
-M9-RwYyG_zIEwVLGkAz,1,poder_manejar_objeto_wifi,7,Inteligencia artificial
-M9-RwYyG_zIEwVLGkAz,2,robotica,7,Inteligencia artificial
-M9-RwYyG_zIEwVLGkAz,3,ingenieria_electronico,7,Inteligencia artificial
-M9-RwYyG_zIEwVLGkAz,4,comodidad,6,Inteligencia artificial
-M9-RwYyG_zIEwVLGkAz,5,futuro_inmediato,6,Inteligencia artificial
-M9-Y4Oc69RDIXhZ_biF,1,robot,0,Inteligencia artificial
-M9-Y4Oc69RDIXhZ_biF,2,inhumano,0,Inteligencia artificial
-M9-Y4Oc69RDIXhZ_biF,3,innovacion,4,Inteligencia artificial
-M9-Y4Oc69RDIXhZ_biF,4,satelite,8,Inteligencia artificial
-M9-Y4Oc69RDIXhZ_biF,5,apocalipsis,0,Inteligencia artificial
-M9-ZJ7-HIQPqdpA_QXp,1,informacion,7,Big data
-M9-ZJ7-HIQPqdpA_QXp,2,acceso,8,Big data
-M9-ZJ7-HIQPqdpA_QXp,3,procesamiento,7,Big data
-M9-ZJ7-HIQPqdpA_QXp,4,rapidez,8,Big data
-M9-ZJ7-HIQPqdpA_QXp,5,analisis,7,Big data
-M9-hKCsT3NadlNn5y5i,1,facebook,0,Big data
-M9-hKCsT3NadlNn5y5i,2,control,0,Big data
-M9-hKCsT3NadlNn5y5i,3,perfil,5,Big data
-M9-hKCsT3NadlNn5y5i,4,numero,10,Big data
-M9-hKCsT3NadlNn5y5i,5,influir,0,Big data
-M9-optwC39Bk_baa0SL,1,demografia,1,Ciencia de datos
-M9-optwC39Bk_baa0SL,2,investigacion,10,Ciencia de datos
-M9-optwC39Bk_baa0SL,3,brecha_digital,2,Ciencia de datos
-M9-optwC39Bk_baa0SL,4,inclusion,0,Ciencia de datos
-M9-optwC39Bk_baa0SL,5,flujo_dato,5,Ciencia de datos
-M9-pqiKL__J2MzXid2J,1,firma_digital,8,Big data
-M9-pqiKL__J2MzXid2J,2,moneda_virtual,8,Big data
-M9-pqiKL__J2MzXid2J,3,control,0,Big data
-M9-pqiKL__J2MzXid2J,4,falta_privacidad,0,Big data
-M9-pqiKL__J2MzXid2J,5,manipulacion,0,Big data
-M9-q4CdzKmkxwjQ27Ro,1,informacion,5,Big data
-M9-q4CdzKmkxwjQ27Ro,2,tecnologia,5,Big data
-M9-q4CdzKmkxwjQ27Ro,3,politica,5,Big data
-M9-q4CdzKmkxwjQ27Ro,4,comunicacion,5,Big data
-M9-q4CdzKmkxwjQ27Ro,5,ns,5,Big data
-M906J5AoaweaWRDWMCp,1,masivo,5,Big data
-M906J5AoaweaWRDWMCp,2,tecnologia,5,Big data
-M906J5AoaweaWRDWMCp,3,almacenamiento,5,Big data
-M906J5AoaweaWRDWMCp,4,dato,5,Big data
-M906J5AoaweaWRDWMCp,5,analisis,5,Big data
-M90EETwVmcgHX08Syvd,1,dato_enorme,10,Big data
-M90EETwVmcgHX08Syvd,2,complejidad,10,Big data
-M90EETwVmcgHX08Syvd,3,alto_volumen,5,Big data
-M90EETwVmcgHX08Syvd,4,informacion,10,Big data
-M90EETwVmcgHX08Syvd,5,analisis,10,Big data
-M90EETwVmcgHX08Syvd,6,consumidored,10,Big data
-M90rxj2pJ7NiD2CTzq-,1,poder,5,Conocimiento
-M90rxj2pJ7NiD2CTzq-,2,progreso,10,Conocimiento
-M90rxj2pJ7NiD2CTzq-,3,control,3,Conocimiento
-M90rxj2pJ7NiD2CTzq-,4,avances,10,Conocimiento
-M90rxj2pJ7NiD2CTzq-,5,gestion_dato,8,Conocimiento
-M9111neup8p37KU2IZQ,1,tecnociencia,7,Inteligencia artificial
-M9111neup8p37KU2IZQ,2,objetividad,2,Inteligencia artificial
-M9111neup8p37KU2IZQ,3,distanciamiento,3,Inteligencia artificial
-M9111neup8p37KU2IZQ,4,eficacia,8,Inteligencia artificial
-M9111neup8p37KU2IZQ,5,rapidez,6,Inteligencia artificial
-M9153SL_gfvUEwZ_DEw,1,macrodato,5,Big data
-M9153SL_gfvUEwZ_DEw,2,oracle,5,Big data
-M9153SL_gfvUEwZ_DEw,3,casino,5,Big data
-M9153SL_gfvUEwZ_DEw,4,gobierno,0,Big data
-M9153SL_gfvUEwZ_DEw,5,guerra,0,Big data
-M915jTNhtuxZTBqd2CD,1,celular_whatsapp,3,Big data
-M915jTNhtuxZTBqd2CD,2,computadora,4,Big data
-M915jTNhtuxZTBqd2CD,3,sobreinformacion,0,Big data
-M915jTNhtuxZTBqd2CD,4,ausencia_intimidad,0,Big data
-M915jTNhtuxZTBqd2CD,5,sobreexigencia_horario,0,Big data
-M91641gzEgqSB_4qsu3,1,tecnologia,7,Ciencia de datos
-M91641gzEgqSB_4qsu3,2,nube,7,Ciencia de datos
-M91641gzEgqSB_4qsu3,3,archivo,5,Ciencia de datos
-M91641gzEgqSB_4qsu3,4,futuro,7,Ciencia de datos
-M91641gzEgqSB_4qsu3,5,posmodernidad,7,Ciencia de datos
-M91FmqtGhjoFqxi1vuu,1,peligro,0,Inteligencia artificial
-M91FmqtGhjoFqxi1vuu,2,automatizacion,2,Inteligencia artificial
-M91FmqtGhjoFqxi1vuu,3,tecnologia,8,Inteligencia artificial
-M91FmqtGhjoFqxi1vuu,4,frialdad,1,Inteligencia artificial
-M91FmqtGhjoFqxi1vuu,5,carencia_empatia,1,Inteligencia artificial
-M91U8-hDHC13IqE7vnv,1,informacion,10,Ciencia de datos
-M91U8-hDHC13IqE7vnv,2,estadistico,10,Ciencia de datos
-M91U8-hDHC13IqE7vnv,3,investigacion,10,Ciencia de datos
-M91U8-hDHC13IqE7vnv,4,metodo,6,Ciencia de datos
-M91U8-hDHC13IqE7vnv,5,analisis_dato,10,Ciencia de datos
-M91XmBFXV4swIxospjI,1,tecnologia,5,Ciencia de datos
-M91XmBFXV4swIxospjI,2,informacion,10,Ciencia de datos
-M91XmBFXV4swIxospjI,3,investigacion,5,Ciencia de datos
-M91XmBFXV4swIxospjI,4,estudio,4,Ciencia de datos
-M91XmBFXV4swIxospjI,5,idea,5,Ciencia de datos
-M91oUSnjYz4Xd9pfYli,1,informacion,7,Big data
-M91oUSnjYz4Xd9pfYli,2,espionaje,0,Big data
-M91oUSnjYz4Xd9pfYli,3,manipulacion,1,Big data
-M91oUSnjYz4Xd9pfYli,4,vida_privado,2,Big data
-M91oUSnjYz4Xd9pfYli,5,eleccion,2,Big data
-M91xRujFlrevhyoAqN3,1,internet,8,Big data
-M91xRujFlrevhyoAqN3,2,desigualdad_acceso,0,Big data
-M91xRujFlrevhyoAqN3,3,informacion,5,Big data
-M91xRujFlrevhyoAqN3,4,empresa,5,Big data
-M91xRujFlrevhyoAqN3,5,red_social,7,Big data
-M93Ik8w6W_dCmG6nshr,1,mucho_dato,10,Big data
-M93Ik8w6W_dCmG6nshr,2,mucho_informacion,7,Big data
-M93Ik8w6W_dCmG6nshr,3,corrupcion,1,Big data
-M93Ik8w6W_dCmG6nshr,4,gestion,5,Big data
-M93Ik8w6W_dCmG6nshr,5,progreso,5,Big data
-M93POzzSgSVEZuNWvmr,1,issac_asimov,5,Inteligencia artificial
-M93POzzSgSVEZuNWvmr,2,futuro_o_autodestruccion_humano,5,Inteligencia artificial
-M93POzzSgSVEZuNWvmr,3,nunca_subestime_tu_aprendiz_matching_learning,4,Inteligencia artificial
-M93POzzSgSVEZuNWvmr,4,ia_el_servicio_el_detentor_poder,1,Inteligencia artificial
-M93POzzSgSVEZuNWvmr,5,aumento_el_exclusion_social,2,Inteligencia artificial
-M944wYW91C0jem2qwdT,1,espionaje,0,Big data
-M944wYW91C0jem2qwdT,2,marketing,5,Big data
-M944wYW91C0jem2qwdT,3,empresa,6,Big data
-M944wYW91C0jem2qwdT,4,facebook,3,Big data
-M944wYW91C0jem2qwdT,5,red_social,5,Big data
-M94IamQ5ldVb0l0Rtrd,1,control,1,Inteligencia artificial
-M94IamQ5ldVb0l0Rtrd,2,algoritmo,1,Inteligencia artificial
-M94IamQ5ldVb0l0Rtrd,3,comunicacion,9,Inteligencia artificial
-M94IamQ5ldVb0l0Rtrd,4,burbuja_interno,1,Inteligencia artificial
-M94IamQ5ldVb0l0Rtrd,5,mentira,10,Inteligencia artificial
-M94MS0N2LgxSyo7YKWN,1,robot,2,Inteligencia artificial
-M94MS0N2LgxSyo7YKWN,2,android,6,Inteligencia artificial
-M94MS0N2LgxSyo7YKWN,3,hacker,5,Inteligencia artificial
-M94MS0N2LgxSyo7YKWN,4,autosuficiencia,3,Inteligencia artificial
-M94MS0N2LgxSyo7YKWN,5,mejor_salud,8,Inteligencia artificial
-M94Osr2e-yQV8j9BtUf,1,robotico,5,Inteligencia artificial
-M94Osr2e-yQV8j9BtUf,2,espionaje,5,Inteligencia artificial
-M94Osr2e-yQV8j9BtUf,3,paranoia,5,Inteligencia artificial
-M94Osr2e-yQV8j9BtUf,4,posibilidad,10,Inteligencia artificial
-M94Osr2e-yQV8j9BtUf,5,inmediatez,7,Inteligencia artificial
-M94gBLGjCsunFmrUSu_,1,dato,10,Big data
-M94gBLGjCsunFmrUSu_,2,control,3,Big data
-M94gBLGjCsunFmrUSu_,3,tendencia,8,Big data
-M94gBLGjCsunFmrUSu_,4,e_commercer,7,Big data
-M94gBLGjCsunFmrUSu_,5,publicidad,5,Big data
-M94hJn0_DLXD_CrOdcu,1,predictivo,8,Inteligencia artificial
-M94hJn0_DLXD_CrOdcu,2,programacion,8,Inteligencia artificial
-M94hJn0_DLXD_CrOdcu,3,base_dato,8,Inteligencia artificial
-M94hJn0_DLXD_CrOdcu,4,respuesta_autonoma,9,Inteligencia artificial
-M94hJn0_DLXD_CrOdcu,5,mimesis,7,Inteligencia artificial
-M94kcd13Zzz_EDNKy4y,1,teoria_o_modelo_explicacion,5,Conocimiento
-M94kcd13Zzz_EDNKy4y,2,conocimiento_practico,5,Conocimiento
-M94kcd13Zzz_EDNKy4y,3,equidad_conocimiento,5,Conocimiento
-M94kcd13Zzz_EDNKy4y,4,estudiante,5,Conocimiento
-M94kcd13Zzz_EDNKy4y,5,problema_aprendizaje,5,Conocimiento
-M9597kmiUK74myqKh2P,1,nube,6,Big data
-M9597kmiUK74myqKh2P,2,computadora,5,Big data
-M9597kmiUK74myqKh2P,3,google,4,Big data
-M9597kmiUK74myqKh2P,4,facebook,3,Big data
-M9597kmiUK74myqKh2P,5,privacidad,5,Big data
-M95DFBWagwPFiqQwIPO,1,dato,6,Big data
-M95DFBWagwPFiqQwIPO,2,informacion,7,Big data
-M95DFBWagwPFiqQwIPO,3,informatica,7,Big data
-M95DFBWagwPFiqQwIPO,4,computo,7,Big data
-M95DFBWagwPFiqQwIPO,5,grande,4,Big data
-M95Rwwbri8WrXLxj5XF,1,tecnologia,10,Big data
-M95Rwwbri8WrXLxj5XF,2,util,10,Big data
-M95Rwwbri8WrXLxj5XF,3,peligroso,0,Big data
-M95Rwwbri8WrXLxj5XF,4,dificil_entender,5,Big data
-M95Rwwbri8WrXLxj5XF,5,consumismo,5,Big data
-M95gwDvFL1aLzrsGHSA,1,control_negativo,0,Ciencia de datos
-M95gwDvFL1aLzrsGHSA,2,mercado_negativo,10,Ciencia de datos
-M95gwDvFL1aLzrsGHSA,3,google,0,Ciencia de datos
-M95gwDvFL1aLzrsGHSA,4,salud,10,Ciencia de datos
-M95gwDvFL1aLzrsGHSA,5,ninguno,5,Ciencia de datos
-M95hQ-GJUGOTMHbM22k,1,ser_digital,5,Inteligencia artificial
-M95hQ-GJUGOTMHbM22k,2,interactividad,7,Inteligencia artificial
-M95hQ-GJUGOTMHbM22k,3,pensamiento_computacional,5,Inteligencia artificial
-M95hQ-GJUGOTMHbM22k,4,conectividad,8,Inteligencia artificial
-M95hQ-GJUGOTMHbM22k,5,software,5,Inteligencia artificial
-M95i-_Ay1hDy_Ea4XLc,1,robot,10,Inteligencia artificial
-M95i-_Ay1hDy_Ea4XLc,2,automatizacion,10,Inteligencia artificial
-M95i-_Ay1hDy_Ea4XLc,3,velocidad,10,Inteligencia artificial
-M95i-_Ay1hDy_Ea4XLc,4,busqueda,10,Inteligencia artificial
-M95i-_Ay1hDy_Ea4XLc,5,comprension,10,Inteligencia artificial
-M95x9vN6582CjGZb63e,1,robot,5,Inteligencia artificial
-M95x9vN6582CjGZb63e,2,maquina,7,Inteligencia artificial
-M95x9vN6582CjGZb63e,3,pensamiento,8,Inteligencia artificial
-M95x9vN6582CjGZb63e,4,funcionalidad,9,Inteligencia artificial
-M95x9vN6582CjGZb63e,5,evolucion,7,Inteligencia artificial
-M96-5sjAB1L3BiIOha5,1,digital,6,Big data
-M96-5sjAB1L3BiIOha5,2,web,7,Big data
-M96-5sjAB1L3BiIOha5,3,trasmedia,7,Big data
-M96-5sjAB1L3BiIOha5,4,virtual,5,Big data
-M96-5sjAB1L3BiIOha5,5,sistema,5,Big data
-M960B_gmcQ_HAh03mu2,1,python,10,Ciencia de datos
-M960B_gmcQ_HAh03mu2,2,informacion,10,Ciencia de datos
-M960B_gmcQ_HAh03mu2,3,procesamiento,8,Ciencia de datos
-M960B_gmcQ_HAh03mu2,4,estadistico,5,Ciencia de datos
-M960B_gmcQ_HAh03mu2,5,muestrar,5,Ciencia de datos
-M96R3K8rJ6iQmSyJ3IM,1,informacion,5,Big data
-M96R3K8rJ6iQmSyJ3IM,2,ganancia,2,Big data
-M96R3K8rJ6iQmSyJ3IM,3,estadistico,3,Big data
-M96R3K8rJ6iQmSyJ3IM,4,interes,2,Big data
-M96R3K8rJ6iQmSyJ3IM,5,eternidad,5,Big data
-M96keOJPftm0urH7eUp,1,contexto,5,Conocimiento
-M96keOJPftm0urH7eUp,2,educacion,10,Conocimiento
-M96keOJPftm0urH7eUp,3,oportunidad,5,Conocimiento
-M96keOJPftm0urH7eUp,4,meritocracia,1,Conocimiento
-M96keOJPftm0urH7eUp,5,gana,8,Conocimiento
-M973eBgFPcjKRLX_3BM,1,estadistico,10,Big data
-M973eBgFPcjKRLX_3BM,2,investigacion,8,Big data
-M973eBgFPcjKRLX_3BM,3,dato,8,Big data
-M973eBgFPcjKRLX_3BM,4,informatica,8,Big data
-M973eBgFPcjKRLX_3BM,5,informacion,8,Big data
-M98y38g85yB4Vi094kx,1,tecnologia,7,Big data
-M98y38g85yB4Vi094kx,2,programacion,8,Big data
-M98zFWpozyoM73aVMbD,1,computadora,1,Inteligencia artificial
-M98zFWpozyoM73aVMbD,2,objetivacion,0,Inteligencia artificial
-M98zFWpozyoM73aVMbD,3,division_mente-cuerpo,1,Inteligencia artificial
-M98zFWpozyoM73aVMbD,4,artificial,1,Inteligencia artificial
-M98zFWpozyoM73aVMbD,5,hombre_maquino,0,Inteligencia artificial
-M99R_PVrFtM5vlQXWdl,1,dato_el_dato,10,Big data
-M99R_PVrFtM5vlQXWdl,2,cruce_dato,8,Big data
-M99R_PVrFtM5vlQXWdl,3,aprendizaje_el_maquina,8,Big data
-M99R_PVrFtM5vlQXWdl,4,centralizacion_el_dato,2,Big data
-M99R_PVrFtM5vlQXWdl,5,posibilidad_poner_disposicion_publico_el_dat,10,Big data
-M99nDRmo0UF6UF8Az3a,1,plataforma_virtual,10,Big data
-M99nDRmo0UF6UF8Az3a,2,simulador,10,Big data
-M99nDRmo0UF6UF8Az3a,3,inteligencia_artificial,8,Big data
-M99nDRmo0UF6UF8Az3a,4,red_social,8,Big data
-M99nDRmo0UF6UF8Az3a,5,sistema_operativo,10,Big data
-M9A-fMDdye-0gA2GWhI,1,estudio,8,Ciencia de datos
-M9A-fMDdye-0gA2GWhI,2,conocimiento,10,Ciencia de datos
-M9A-fMDdye-0gA2GWhI,3,estudio_el_informacion,10,Ciencia de datos
-M9A-fMDdye-0gA2GWhI,4,analisis_dato,8,Ciencia de datos
-M9A-fMDdye-0gA2GWhI,5,sistema_extraer_conocimiento,9,Ciencia de datos
-M9A3dmaceFmggSEJFtv,1,tecnologia,10,Inteligencia artificial
-M9A3dmaceFmggSEJFtv,2,bot,7,Inteligencia artificial
-M9A3dmaceFmggSEJFtv,3,mecanizacion,7,Inteligencia artificial
-M9A3dmaceFmggSEJFtv,4,eficiencia,6,Inteligencia artificial
-M9A3dmaceFmggSEJFtv,5,productividad,10,Inteligencia artificial
-M9A4D1YZmmvtUkeHsFJ,1,almacenamiento_dato,10,Big data
-M9A4D1YZmmvtUkeHsFJ,2,gran_manejo_dato,10,Big data
-M9A4D1YZmmvtUkeHsFJ,3,archivo,10,Big data
-M9A4D1YZmmvtUkeHsFJ,4,seguridad,10,Big data
-M9A4D1YZmmvtUkeHsFJ,5,grande,10,Big data
-M9AaILazmUpfC6T_LnY,1,tecnologia,10,Inteligencia artificial
-M9AaILazmUpfC6T_LnY,2,reemplazo,0,Inteligencia artificial
-M9AaILazmUpfC6T_LnY,3,manipular,10,Inteligencia artificial
-M9AaILazmUpfC6T_LnY,4,progreso,10,Inteligencia artificial
-M9AaILazmUpfC6T_LnY,5,brecha,3,Inteligencia artificial
-M9B0x6zx2frCUP1cOOV,1,tecnologia,4,Inteligencia artificial
-M9B0x6zx2frCUP1cOOV,2,informatica,3,Inteligencia artificial
-M9B0x6zx2frCUP1cOOV,3,cambio,2,Inteligencia artificial
-M9B0x6zx2frCUP1cOOV,4,generacional,3,Inteligencia artificial
-M9B0x6zx2frCUP1cOOV,5,paradigma,2,Inteligencia artificial
-M9B5kjwS61OsoEKoOxO,1,informacion,10,Big data
-M9B5kjwS61OsoEKoOxO,2,gran_cantidad_dato,10,Big data
-M9B5kjwS61OsoEKoOxO,3,dato,10,Big data
-M9B5kjwS61OsoEKoOxO,4,nube,10,Big data
-M9B5kjwS61OsoEKoOxO,5,habito_el_persona,10,Big data
-M9BCQLt6Ei9mKor6ZoN,1,educacion,10,Conocimiento
-M9BCQLt6Ei9mKor6ZoN,2,saber,10,Conocimiento
-M9BCQLt6Ei9mKor6ZoN,3,aprender,10,Conocimiento
-M9BCQLt6Ei9mKor6ZoN,4,adquirir,10,Conocimiento
-M9BCQLt6Ei9mKor6ZoN,5,socializacion,10,Conocimiento
-M9BHHZtQh8bW8rhrxnV,1,analisis,8,Ciencia de datos
-M9BHHZtQh8bW8rhrxnV,2,corruptible,3,Ciencia de datos
-M9BHHZtQh8bW8rhrxnV,3,almacenamiento,5,Ciencia de datos
-M9BHHZtQh8bW8rhrxnV,4,avance,9,Ciencia de datos
-M9BHHZtQh8bW8rhrxnV,5,dispositivo,5,Ciencia de datos
-M9BHy0BVkuUd4WgCIUw,1,poder,9,Conocimiento
-M9BHy0BVkuUd4WgCIUw,2,evolucion,8,Conocimiento
-M9BHy0BVkuUd4WgCIUw,3,confesion,2,Conocimiento
-M9BHy0BVkuUd4WgCIUw,4,pensar,6,Conocimiento
-M9BHy0BVkuUd4WgCIUw,5,descubrir,9,Conocimiento
-M9BI1StQ8LGZRr391NM,1,capitalismo,10,Inteligencia artificial
-M9BI1StQ8LGZRr391NM,2,ciencia,10,Inteligencia artificial
-M9BI1StQ8LGZRr391NM,3,tecnologia,10,Inteligencia artificial
-M9BI1StQ8LGZRr391NM,4,avances,10,Inteligencia artificial
-M9BI1StQ8LGZRr391NM,5,futuro,10,Inteligencia artificial
-M9BIymT2ozqK0F_HAyd,1,informacion,10,Big data
-M9BIymT2ozqK0F_HAyd,2,util,10,Big data
-M9BIymT2ozqK0F_HAyd,3,actualizacion,10,Big data
-M9BIymT2ozqK0F_HAyd,4,confiable,10,Big data
-M9BIymT2ozqK0F_HAyd,5,leal,10,Big data
-M9BKedTYGG1PKRicRnv,1,tecnologia,7,Inteligencia artificial
-M9BKedTYGG1PKRicRnv,2,avance,7,Inteligencia artificial
-M9BKedTYGG1PKRicRnv,3,herramientar,9,Inteligencia artificial
-M9BKedTYGG1PKRicRnv,4,skills,8,Inteligencia artificial
-M9BKedTYGG1PKRicRnv,5,necesario,7,Inteligencia artificial
-M9BnQi-0PgH6FOdyVaH,1,computadora,7,Inteligencia artificial
-M9BnQi-0PgH6FOdyVaH,2,manipulacion_dato,0,Inteligencia artificial
-M9BnQi-0PgH6FOdyVaH,3,internet,9,Inteligencia artificial
-M9BnQi-0PgH6FOdyVaH,4,big_datar,4,Inteligencia artificial
-M9BnQi-0PgH6FOdyVaH,5,acceso_el_informacion,8,Inteligencia artificial
-M9BnQi-0PgH6FOdyVaH,6,acceso_social_el_tecnologia,8,Inteligencia artificial
-M9BrQsf6wjUvhrMyPa-,1,ciencia,10,Inteligencia artificial
-M9BrQsf6wjUvhrMyPa-,2,tecnologia,10,Inteligencia artificial
-M9BrQsf6wjUvhrMyPa-,3,innovacion,10,Inteligencia artificial
-M9BrQsf6wjUvhrMyPa-,4,vanguardia,10,Inteligencia artificial
-M9BrQsf6wjUvhrMyPa-,5,descubrimiento,10,Inteligencia artificial
-M9C8yLrZR3FDGy5HL2r,1,tecnologia,10,Inteligencia artificial
-M9C8yLrZR3FDGy5HL2r,2,conectividad,9,Inteligencia artificial
-M9C8yLrZR3FDGy5HL2r,3,innovacion,10,Inteligencia artificial
-M9C8yLrZR3FDGy5HL2r,4,avances,5,Inteligencia artificial
-M9C8yLrZR3FDGy5HL2r,5,maquina,7,Inteligencia artificial
-M9CYlNcyNBvC5Z2_fcn,1,grande,8,Big data
-M9CYlNcyNBvC5Z2_fcn,2,amplio,8,Big data
-M9CYlNcyNBvC5Z2_fcn,3,line,8,Big data
-M9CYlNcyNBvC5Z2_fcn,4,informacion,7,Big data
-M9CYlNcyNBvC5Z2_fcn,5,acceso,5,Big data
-M9E8gmxN_yG_ULCW0S0,1,informacion,9,Big data
-M9E8gmxN_yG_ULCW0S0,2,exposicion,1,Big data
-M9E8gmxN_yG_ULCW0S0,3,personalizacion,7,Big data
-M9E8gmxN_yG_ULCW0S0,4,especulacion,1,Big data
